"","cell","proj_id","treatment","mark","rep","desc","prog","dlink","urltex"
"2521","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208594","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02521&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02521"
"2522","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208595","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02522&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02522"
"2523","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208596","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02523&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02523"
"2524","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208597","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02524&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02524"
"2525","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208598","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02525&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02525"
"2526","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208599","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02526&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02526"
"2527","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208600","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02527&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02527"
"2528","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208601","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02528&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02528"
"2529","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208602","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02529&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02529"
"2530","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208603","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02530&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02530"
"2531","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208604","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02531&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02531"
"2532","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208605","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02532&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02532"
"2533","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208606","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02533&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02533"
"2534","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208607","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02534&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02534"
"2535","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208608","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02535&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02535"
"2536","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208609","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02536&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02536"
"2537","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208610","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02537&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02537"
"2538","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208611","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02538&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02538"
"2539","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208612","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02539&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02539"
"2540","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208613","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02540&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02540"
"2541","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208614","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02541&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02541"
"2542","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208615","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02542&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02542"
"2543","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208616","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02543&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02543"
"2544","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208617","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02544&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02544"
"2545","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208618","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02545&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02545"
"2546","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208619","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02546&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02546"
"2547","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208620","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02547&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02547"
"2548","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208621","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02548&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02548"
"2549","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208622","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02549&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02549"
"2550","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208623","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02550&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02550"
"2551","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208624","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02551&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02551"
"2552","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208625","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02552&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02552"
"2553","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208626","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02553&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02553"
"2554","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208627","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02554&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02554"
"2555","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208628","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02555&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02555"
"2556","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208629","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02556&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02556"
"2557","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208630","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02557&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02557"
"2558","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208631","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02558&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02558"
"2559","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208632","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02559&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02559"
"2560","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208633","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02560&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02560"
"2561","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208634","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02561&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02561"
"2562","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208635","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02562&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02562"
"2563","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208636","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02563&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02563"
"2564","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208637","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02564&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02564"
"2565","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208638","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02565&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02565"
"2566","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208639","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02566&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02566"
"2567","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208640","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02567&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02567"
"2568","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208641","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02568&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02568"
"2569","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208642","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02569&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02569"
"2570","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208643","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02570&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02570"
"2571","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208644","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02571&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02571"
"2572","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208645","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02572&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02572"
"2573","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208646","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02573&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02573"
"2574","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208647","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02574&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02574"
"2575","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208648","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02575&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02575"
"2576","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208649","colonadenocarcinoma","ATCCCCL-229","PassedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02576&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02576"
"2577","LoVo","http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1208650","colonadenocarcinoma","ATCCCCL-229","FailedQC","Yan J, et al. Cell 2013 Aug 15","MACS-1.4","http://rna.sysu.edu.cn/chipbase/download.php?base_page=chip_seq_browse&assembly=hg38&protein=NA&sample_id=HUMHG02577&Ftype=tab","http://rna.sysu.edu.cn/chipbase/chip_seq_browse.php?organism=human&assembly=hg38&protein=NA&sample_id=HUMHG02577"
